name	species	genus	family	order	class	phylum	kingdom
Fadogia ancylantha	164500	164493	24966	4055		35493	33090
Fadogia arenicola	308930	164493	24966	4055		35493	33090
Fadogia audruana	569941	164493	24966	4055		35493	33090
Fadogia cienkowskii	260051	164493	24966	4055		35493	33090
Fadogia elskensii	164509	164493	24966	4055		35493	33090
Fadogia stenophylla	309367	164493	24966	4055		35493	33090
Fadogia tetraquetra	164494	164493	24966	4055		35493	33090
Fadogia triphylla	308931	164493	24966	4055		35493	33090
Fadogia verdcourtii	164507	164493	24966	4055		35493	33090
Fadogiella stigmatoloba	164496	164495	24966	4055		35493	33090
Fagraea berteroana	84940	26476	21472	4055		35493	33090
Fagraea ceilanica	339335	26476	21472	4055		35493	33090
Fagraea elliptica	84941	26476	21472	4055		35493	33090
Fagraea fragrans	84942	26476	21472	4055		35493	33090
Fagraea gracilipes	568251	26476	21472	4055		35493	33090
Fagraea macroscypha	568252	26476	21472	4055		35493	33090
Fagraea racemosa	82737	26476	21472	4055		35493	33090
Fagraea salticola	568253	26476	21472	4055		35493	33090
Fanninia caloglossa	397842	397841	4056	4055		35493	33090
Faramea crassifolia	887260	58420	24966	4055		35493	33090
Faramea multiflora	58421	58420	24966	4055		35493	33090
Faramea occidentalis	60050	58420	24966	4055		35493	33090
Faramea porophylla	83586	58420	24966	4055		35493	33090
Faramea rectinervia	339296	58420	24966	4055		35493	33090
Faramea torquata	887259	58420	24966	4055		35493	33090
Faramea trinervia	477785	58420	24966	4055		35493	33090
Faroa axillaris	84887	84886	21472	4055		35493	33090
Faroa schaijesiorum	84888	84886	21472	4055		35493	33090
Farquharia elliptica	429527	429526	4056	4055		35493	33090
Ferdinandusa chlorantha	693341	271229	24966	4055		35493	33090
Ferdinandusa loretensis	693339	271229	24966	4055		35493	33090
Ferdinandusa ovalis	693342	271229	24966	4055		35493	33090
Ferdinandusa speciosa	339297	271229	24966	4055		35493	33090
Feretia aeruginescens	58488	58487	24966	4055		35493	33090
Feretia apodanthera	1008960	58487	24966	4055		35493	33090
Fernaldia pandurata	429514	429513	4056	4055		35493	33090
Fernelia buxifolia	114475	114474	24966	4055		35493	33090
Finlaysonia insularum	413284	413283	4056	4055		35493	33090
Finlaysonia lanuginosa	413285	413283	4056	4055		35493	33090
Fischeria panamensis	475091	184375	4056	4055		35493	33090
Fischeria scandens	475092	184375	4056	4055		35493	33090
Fischeria stellata	184376	184375	4056	4055		35493	33090
Fleroya rubrostipulata	43495	170021	24966	4055		35493	33090
Fleroya stipulosa	170033	170021	24966	4055		35493	33090
Fockea angustifolia	373484	63471	4056	4055		35493	33090
Fockea capensis	63472	63471	4056	4055		35493	33090
Fockea comaru	373485	63471	4056	4055		35493	33090
Fockea cylindrica	141481	63471	4056	4055		35493	33090
Fockea edulis	141482	63471	4056	4055		35493	33090
Fockea multiflora	187500	63471	4056	4055		35493	33090
Fockea sinuata	141483	63471	4056	4055		35493	33090
Fockea tugelensis	206224	63471	4056	4055		35493	33090
Forsteronia acouci	274680	141560	4056	4055		35493	33090
Forsteronia guyanensis	429261	141560	4056	4055		35493	33090
Forsteronia leptocarpa	413305	141560	4056	4055		35493	33090
Forsteronia refracta	387687	141560	4056	4055		35493	33090
Forsteronia velloziana	274681	141560	4056	4055		35493	33090
Fosbergia shweliensis	981065	981064	24966	4055		35493	33090
Frasera albicaulis	137093	50757	21472	4055		35493	33090
Frasera albomarginata	166602	50757	21472	4055		35493	33090
Frasera caroliniensis	485363	50757	21472	4055		35493	33090
Frasera fastigiata	933366	50757	21472	4055		35493	33090
Frasera montana	866898	50757	21472	4055		35493	33090
Frasera paniculata	84889	50757	21472	4055		35493	33090
Frasera parryi	148620	50757	21472	4055		35493	33090
Frasera puberulenta	866899	50757	21472	4055		35493	33090
Frasera speciosa	50758	50757	21472	4055		35493	33090
Frasera tubulosa	148621	50757	21472	4055		35493	33090
Funastrum angustifolium	185031	126745	4056	4055		35493	33090
Funastrum arenarium	126754	126745	4056	4055		35493	33090
Funastrum clausum	126746	126745	4056	4055		35493	33090
Funastrum elegans	126755	126745	4056	4055		35493	33090
Funastrum gracile	199716	126745	4056	4055		35493	33090
Funastrum odoratum	126756	126745	4056	4055		35493	33090
Funastrum peninsulare	185066	126745	4056	4055		35493	33090
Funastrum utahense	185081	126745	4056	4055		35493	33090
Funtumia africana	429262	69378	4056	4055		35493	33090
Funtumia elastica	69379	69378	4056	4055		35493	33090
Gaertnera aphanodioica	168288	58897	24966	4055		35493	33090
Gaertnera arenaria	219689	58897	24966	4055		35493	33090
Gaertnera belumutensis	168289	58897	24966	4055		35493	33090
Gaertnera brevipedicellata	168290	58897	24966	4055		35493	33090
Gaertnera capitulata	219690	58897	24966	4055		35493	33090
Gaertnera cooperi	168291	58897	24966	4055		35493	33090
Gaertnera cuneifolia	168292	58897	24966	4055		35493	33090
Gaertnera drakeana	168293	58897	24966	4055		35493	33090
Gaertnera edentata	168294	58897	24966	4055		35493	33090
Gaertnera fractiflexa	168295	58897	24966	4055		35493	33090
Gaertnera globigera	168296	58897	24966	4055		35493	33090
Gaertnera grisea	576392	58897	24966	4055		35493	33090
Gaertnera hispida	168297	58897	24966	4055		35493	33090
Gaertnera humblotii	168313	58897	24966	4055		35493	33090
Gaertnera inflexa	168298	58897	24966	4055		35493	33090
Gaertnera junghuhniana	168299	58897	24966	4055		35493	33090
Gaertnera longifolia	168300	58897	24966	4055		35493	33090
Gaertnera longivaginalis	219691	58897	24966	4055		35493	33090
Gaertnera lowryi	168301	58897	24966	4055		35493	33090
Gaertnera macrostipula	168302	58897	24966	4055		35493	33090
Gaertnera madagascariensis	168303	58897	24966	4055		35493	33090
Gaertnera microphylla	168314	58897	24966	4055		35493	33090
Gaertnera oblanceolata	168304	58897	24966	4055		35493	33090
Gaertnera obovata	168315	58897	24966	4055		35493	33090
Gaertnera paniculata	60368	58897	24966	4055		35493	33090
Gaertnera pauciflora	168305	58897	24966	4055		35493	33090
Gaertnera phyllosepala	509942	58897	24966	4055		35493	33090
Gaertnera phyllostachya	509943	58897	24966	4055		35493	33090
Gaertnera psychotrioides	168306	58897	24966	4055		35493	33090
Gaertnera rosea	168307	58897	24966	4055		35493	33090
Gaertnera schatzii	168308	58897	24966	4055		35493	33090
Gaertnera schizocalyx	168309	58897	24966	4055		35493	33090
Gaertnera ternifolia	168310	58897	24966	4055		35493	33090
Gaertnera vaginans	60369	58897	24966	4055		35493	33090
Gaertnera vaginata	576393	58897	24966	4055		35493	33090
Gaertnera viminea	168311	58897	24966	4055		35493	33090
Gaertnera walkeri	168312	58897	24966	4055		35493	33090
Galactophora crassifolia	141563	141562	4056	4055		35493	33090
Galactophora schomburgkiana	429263	141562	4056	4055		35493	33090
Galianthe brasiliensis	298694	298693	24966	4055		35493	33090
Galianthe eupatorioides	497231	298693	24966	4055		35493	33090
Galium aetnicum	715655	25168	24966	4055		35493	33090
Galium album	29787	25168	24966	4055		35493	33090
Galium ambiguum	715656	25168	24966	4055		35493	33090
Galium andrewsii	715658	25168	24966	4055		35493	33090
Galium angustifolium	715660	25168	24966	4055		35493	33090
Galium aparine	29788	25168	24966	4055		35493	33090
Galium argense	715662	25168	24966	4055		35493	33090
Galium arkansanum	792602	25168	24966	4055		35493	33090
Galium aschenbornii	795963	25168	24966	4055		35493	33090
Galium baillonii	35895	25168	24966	4055		35493	33090
Galium bermudense	792603	25168	24966	4055		35493	33090
Galium bifolium	715663	25168	24966	4055		35493	33090
Galium bigeminum	715664	25168	24966	4055		35493	33090
Galium bolanderi	715665	25168	24966	4055		35493	33090
Galium boreale	35896	25168	24966	4055		35493	33090
Galium californicum	792604	25168	24966	4055		35493	33090
Galium carmenicola	792606	25168	24966	4055		35493	33090
Galium carterae	792607	25168	24966	4055		35493	33090
Galium catalinense	571380	25168	24966	4055		35493	33090
Galium cespitosum	715666	25168	24966	4055		35493	33090
Galium circaezans	715667	25168	24966	4055		35493	33090
Galium cliftonsmithii	792608	25168	24966	4055		35493	33090
Galium collomiae	715668	25168	24966	4055		35493	33090
Galium coloradoense	715669	25168	24966	4055		35493	33090
Galium cometerhizon	715670	25168	24966	4055		35493	33090
Galium correllii	792609	25168	24966	4055		35493	33090
Galium corrudifolium	715671	25168	24966	4055		35493	33090
Galium corsicum	29789	25168	24966	4055		35493	33090
Galium corymbosum	795964	25168	24966	4055		35493	33090
Galium dempsterae	792610	25168	24966	4055		35493	33090
Galium divaricatum	29790	25168	24966	4055		35493	33090
Galium elongatum	29791	25168	24966	4055		35493	33090
Galium estebani	715672	25168	24966	4055		35493	33090
Galium fendleri	715673	25168	24966	4055		35493	33090
Galium friedrichii	715674	25168	24966	4055		35493	33090
Galium gilliesii	715676	25168	24966	4055		35493	33090
Galium glabrescens	715678	25168	24966	4055		35493	33090
Galium gracilicaule	715680	25168	24966	4055		35493	33090
Galium grande	792613	25168	24966	4055		35493	33090
Galium grayanum	715681	25168	24966	4055		35493	33090
Galium hallii	715682	25168	24966	4055		35493	33090
Galium hilendiae	715683	25168	24966	4055		35493	33090
Galium hintoniorum	715685	25168	24966	4055		35493	33090
Galium hirtum	715686	25168	24966	4055		35493	33090
Galium hypocarpium	60051	25168	24966	4055		35493	33090
Galium hypotrichium	715687	25168	24966	4055		35493	33090
Galium hystricocarpum	715689	25168	24966	4055		35493	33090
Galium intricatum	35897	25168	24966	4055		35493	33090
Galium jepsonii	715690	25168	24966	4055		35493	33090
Galium johnstonii	792615	25168	24966	4055		35493	33090
Galium juniperinum	715691	25168	24966	4055		35493	33090
Galium kamtschaticum	715692	25168	24966	4055		35493	33090
Galium latifolium	792616	25168	24966	4055		35493	33090
Galium latoramosum	715693	25168	24966	4055		35493	33090
Galium lilloi	715694	25168	24966	4055		35493	33090
Galium lucidum	29792	25168	24966	4055		35493	33090
Galium martirense	715695	25168	24966	4055		35493	33090
Galium matthewsii	792617	25168	24966	4055		35493	33090
Galium megapotamicum	715696	25168	24966	4055		35493	33090
Galium mexicanum	715697	25168	24966	4055		35493	33090
Galium microphyllum	792618	25168	24966	4055		35493	33090
Galium mollugo	254777	25168	24966	4055		35493	33090
Galium moranii	715699	25168	24966	4055		35493	33090
Galium multiflorum	715701	25168	24966	4055		35493	33090
Galium munzii	792619	25168	24966	4055		35493	33090
Galium murale	35898	25168	24966	4055		35493	33090
Galium nigroramosum	792621	25168	24966	4055		35493	33090
Galium noxium	792622	25168	24966	4055		35493	33090
Galium obtusum	792624	25168	24966	4055		35493	33090
Galium odoratum	35899	25168	24966	4055		35493	33090
Galium oreganum	715702	25168	24966	4055		35493	33090
Galium oresbium	792625	25168	24966	4055		35493	33090
Galium ossirwaense	715703	25168	24966	4055		35493	33090
Galium palustre	29793	25168	24966	4055		35493	33090
Galium parishii	715704	25168	24966	4055		35493	33090
Galium parisiense	29796	25168	24966	4055		35493	33090
Galium pendulum	792626	25168	24966	4055		35493	33090
Galium perralderi	35900	25168	24966	4055		35493	33090
Galium pilosum	715705	25168	24966	4055		35493	33090
Galium porrigens	715706	25168	24966	4055		35493	33090
Galium productum	715707	25168	24966	4055		35493	33090
Galium proliferum	715708	25168	24966	4055		35493	33090
Galium pumilum	715709	25168	24966	4055		35493	33090
Galium pyrenaicum	715710	25168	24966	4055		35493	33090
Galium richardianum	715711	25168	24966	4055		35493	33090
Galium rivale	715712	25168	24966	4055		35493	33090
Galium rotundifolium	715713	25168	24966	4055		35493	33090
Galium rubioides	35901	25168	24966	4055		35493	33090
Galium ruthenicum	669697	25168	24966	4055		35493	33090
Galium rzedowskii	792627	25168	24966	4055		35493	33090
Galium saxatile	715714	25168	24966	4055		35493	33090
Galium scabrum	29794	25168	24966	4055		35493	33090
Galium seatonii	792628	25168	24966	4055		35493	33090
Galium septentrionale	35902	25168	24966	4055		35493	33090
Galium serpenticum	792629	25168	24966	4055		35493	33090
Galium songaricum	715715	25168	24966	4055		35493	33090
Galium sparsiflorum	792632	25168	24966	4055		35493	33090
Galium stellatum	715717	25168	24966	4055		35493	33090
Galium suecicum	715718	25168	24966	4055		35493	33090
Galium sylvaticum	581248	25168	24966	4055		35493	33090
Galium texense	715719	25168	24966	4055		35493	33090
Galium thunbergianum	392987	25168	24966	4055		35493	33090
Galium tinctorium	715720	25168	24966	4055		35493	33090
Galium tomentosum	715721	25168	24966	4055		35493	33090
Galium tricornutum	715722	25168	24966	4055		35493	33090
Galium trifidum	669698	25168	24966	4055		35493	33090
Galium triflorum	715723	25168	24966	4055		35493	33090
Galium uliginosum	715724	25168	24966	4055		35493	33090
Galium uncinulatum	715725	25168	24966	4055		35493	33090
Galium uniflorum	792633	25168	24966	4055		35493	33090
Galium valdepilosum	715726	25168	24966	4055		35493	33090
Galium verrucosum	29795	25168	24966	4055		35493	33090
Galium verum	462873	25168	24966	4055		35493	33090
Galium virgatum	715727	25168	24966	4055		35493	33090
Galium volcanense	715728	25168	24966	4055		35493	33090
Galium wigginsii	792634	25168	24966	4055		35493	33090
Galium wrightii	715729	25168	24966	4055		35493	33090
Galopina circaeoides	120130	60370	24966	4055		35493	33090
Galopina crocylloides	60371	60370	24966	4055		35493	33090
Gardenia hansemannii	165010	43486	24966	4055		35493	33090
Gardenia imperialis	339298	43486	24966	4055		35493	33090
Gardenia jasminoides	114476	43486	24966	4055		35493	33090
Gardenia multiflora	339300	43486	24966	4055		35493	33090
Gardenia taitensis	83587	43486	24966	4055		35493	33090
Gardenia thunbergia	43487	43486	24966	4055		35493	33090
Gardenia volkensii	136899	43486	24966	4055		35493	33090
Gardneria angustifolia	85836	84943	26468	4055		35493	33090
Gardneria ovata	84944	84943	26468	4055		35493	33090
Geissospermum laeve	141565	141564	4056	4055		35493	33090
Gelsemium elegans	427660	26478	83620	4055		35493	33090
Gelsemium rankinii	427661	26478	83620	4055		35493	33090
Gelsemium sempervirens	28542	26478	83620	4055		35493	33090
Geniostemon gypsophilum	84891	84890	21472	4055		35493	33090
Geniostoma rupestre	62096	62095	26468	4055		35493	33090
Genipa americana	58486	58485	24966	4055		35493	33090
Genipa curviflora	136676	58485	24966	4055		35493	33090
Gentiana acaulis	49933	21496	21472	4055		35493	33090
Gentiana affinis	50746	21496	21472	4055		35493	33090
Gentiana algida	50748	21496	21472	4055		35493	33090
Gentiana alpina	49934	21496	21472	4055		35493	33090
Gentiana altaica	53142	21496	21472	4055		35493	33090
Gentiana angustifolia	38849	21496	21472	4055		35493	33090
Gentiana aristata	50749	21496	21472	4055		35493	33090
Gentiana asclepiadea	49935	21496	21472	4055		35493	33090
Gentiana atlantica	53143	21496	21472	4055		35493	33090
Gentiana atropurpurea	308436	21496	21472	4055		35493	33090
Gentiana bavarica	49937	21496	21472	4055		35493	33090
Gentiana boryi	49938	21496	21472	4055		35493	33090
Gentiana brachyphylla	49939	21496	21472	4055		35493	33090
Gentiana burseri	38850	21496	21472	4055		35493	33090
Gentiana cachemirica	553042	21496	21472	4055		35493	33090
Gentiana callistantha	50759	21496	21472	4055		35493	33090
Gentiana clusii	49942	21496	21472	4055		35493	33090
Gentiana crassicaulis	308434	21496	21472	4055		35493	33090
Gentiana crassuloides	53144	21496	21472	4055		35493	33090
Gentiana crenulatotruncata	50760	21496	21472	4055		35493	33090
Gentiana cruciata	49943	21496	21472	4055		35493	33090
Gentiana dahurica	225203	21496	21472	4055		35493	33090
Gentiana decora	544963	21496	21472	4055		35493	33090
Gentiana decorata	933367	21496	21472	4055		35493	33090
Gentiana decumbens	374090	21496	21472	4055		35493	33090
Gentiana delavayi	50761	21496	21472	4055		35493	33090
Gentiana depressa	50762	21496	21472	4055		35493	33090
Gentiana dinarica	49944	21496	21472	4055		35493	33090
Gentiana douglasiana	866900	21496	21472	4055		35493	33090
Gentiana flexicaulis	53145	21496	21472	4055		35493	33090
Gentiana fremontii	866901	21496	21472	4055		35493	33090
Gentiana freyniana	553045	21496	21472	4055		35493	33090
Gentiana frigida	49945	21496	21472	4055		35493	33090
Gentiana froelichii	49946	21496	21472	4055		35493	33090
Gentiana futtereri	308438	21496	21472	4055		35493	33090
Gentiana gelida	553046	21496	21472	4055		35493	33090
Gentiana glauca	669699	21496	21472	4055		35493	33090
Gentiana gracilipes	553047	21496	21472	4055		35493	33090
Gentiana haynaldii	50764	21496	21472	4055		35493	33090
Gentiana heleonastes	53146	21496	21472	4055		35493	33090
Gentiana hyalina	53147	21496	21472	4055		35493	33090
Gentiana intricata	53148	21496	21472	4055		35493	33090
Gentiana jamesii	553049	21496	21472	4055		35493	33090
Gentiana kaufmanniana	374091	21496	21472	4055		35493	33090
Gentiana kolakovskyi	553050	21496	21472	4055		35493	33090
Gentiana lagodechiana	553051	21496	21472	4055		35493	33090
Gentiana lawrencei	156520	21496	21472	4055		35493	33090
Gentiana lhassica	374092	21496	21472	4055		35493	33090
Gentiana ligustica	49947	21496	21472	4055		35493	33090
Gentiana lilliputiana	215670	21496	21472	4055		35493	33090
Gentiana lutea	38851	21496	21472	4055		35493	33090
Gentiana macrophylla	50765	21496	21472	4055		35493	33090
Gentiana manshurica	683755	21496	21472	4055		35493	33090
Gentiana montserratii	49948	21496	21472	4055		35493	33090
Gentiana nivalis	38852	21496	21472	4055		35493	33090
Gentiana nutans	866902	21496	21472	4055		35493	33090
Gentiana occidentalis	38853	21496	21472	4055		35493	33090
Gentiana officinalis	374093	21496	21472	4055		35493	33090
